ThreadID: 00c72e756d7f0000, MID: 1, TID: 0, SID: 0, FID: 0, time stamp: 120, AID: 0, Miner created.
ThreadID: 00a72e746d7f0000, MID: 3, TID: 0, SID: 0, FID: 0, time stamp: 441841, AID: 2, Miner finished mining Coal, current capacity: 20/20.
ThreadID: 00672e726d7f0000, MID: 0, TID: 0, SID: 1, FID: 0, time stamp: 441841, AID: 10, Smelter started producing Copper ingot. Waiting Ore 2/20.
ThreadID: 00872e736d7f0000, MID: 1, TID: 2, SID: 0, FID: 0, time stamp: 441869, AID: 6, Transporter take Iron from miner, current fill 19/20.
ThreadID: 0057ae716d7f0000, MID: 0, TID: 0, SID: 0, FID: 1, time stamp: 441984, AID: 14, Foundry started producing steel ingot. Waiting Ore coal: (1/20), iron: (1/20).
ThreadID: 00872e736d7f0000, MID: 0, TID: 2, SID: 0, FID: 1, time stamp: 442025, AID: 5, Transporter is traveling to foundry, carrying: Iron.
ThreadID: 00c72e756d7f0000, MID: 1, TID: 0, SID: 0, FID: 0, time stamp: 442038, AID: 1, Miner started mining Iron, current capacity: 19/20.
ThreadID: 00672e726d7f0000, MID: 0, TID: 0, SID: 1, FID: 0, time stamp: 442040, AID: 11, Smelter finished producing Copper ingot. 116 ingots are produced.
ThreadID: 0097ae736d7f0000, MID: 3, TID: 1, SID: 0, FID: 0, time stamp: 442058, AID: 5, Transporter is traveling to miner.
ThreadID: 0077ae726d7f0000, MID: 2, TID: 3, SID: 0, FID: 0, time stamp: 442179, AID: 6, Transporter take Copper from miner, current fill 19/20.
ThreadID: 00872e736d7f0000, MID: 0, TID: 2, SID: 0, FID: 1, time stamp: 442201, AID: 7, Transporter put Iron ore to foundry. Waiting Ore coal: (1/20), iron: (2/20).
ThreadID: 00c72e756d7f0000, MID: 1, TID: 0, SID: 0, FID: 0, time stamp: 442203, AID: 2, Miner finished mining Iron, current capacity: 20/20.
ThreadID: 0077ae726d7f0000, MID: 0, TID: 3, SID: 1, FID: 0, time stamp: 442346, AID: 5, Transporter is traveling to smelter, carrying: Copper.
ThreadID: 00b7ae746d7f0000, MID: 2, TID: 0, SID: 0, FID: 0, time stamp: 442366, AID: 1, Miner started mining Copper, current capacity: 19/20.
ThreadID: 0097ae736d7f0000, MID: 3, TID: 1, SID: 0, FID: 0, time stamp: 442400, AID: 6, Transporter take Coal from miner, current fill 19/20.
ThreadID: 0057ae716d7f0000, MID: 0, TID: 0, SID: 0, FID: 1, time stamp: 443884, AID: 15, Foundry finished producing steel ingot. 232 steel ingots are produced.
ThreadID: 00872e736d7f0000, MID: 1, TID: 2, SID: 0, FID: 0, time stamp: 443893, AID: 5, Transporter is traveling to miner.
ThreadID: 0077ae726d7f0000, MID: 0, TID: 3, SID: 1, FID: 0, time stamp: 443922, AID: 7, Transporter put Copper ore to smelter. Waiting Ore 1/20.
ThreadID: 00b7ae746d7f0000, MID: 2, TID: 0, SID: 0, FID: 0, time stamp: 443948, AID: 2, Miner finished mining Copper, current capacity: 20/20.
ThreadID: 0097ae736d7f0000, MID: 0, TID: 1, SID: 0, FID: 1, time stamp: 443997, AID: 5, Transporter is traveling to foundry, carrying: Coal.
ThreadID: 00a72e746d7f0000, MID: 3, TID: 0, SID: 0, FID: 0, time stamp: 444014, AID: 1, Miner started mining Coal, current capacity: 19/20.
ThreadID: 0077ae726d7f0000, MID: 2, TID: 3, SID: 0, FID: 0, time stamp: 444113, AID: 5, Transporter is traveling to miner.
ThreadID: 0097ae736d7f0000, MID: 0, TID: 1, SID: 0, FID: 1, time stamp: 444152, AID: 7, Transporter put Coal ore to foundry. Waiting Ore coal: (1/20), iron: (1/20).
ThreadID: 00a72e746d7f0000, MID: 3, TID: 0, SID: 0, FID: 0, time stamp: 444180, AID: 2, Miner finished mining Coal, current capacity: 20/20.
ThreadID: 00872e736d7f0000, MID: 1, TID: 2, SID: 0, FID: 0, time stamp: 444219, AID: 6, Transporter take Iron from miner, current fill 19/20.
ThreadID: 0057ae716d7f0000, MID: 0, TID: 0, SID: 0, FID: 1, time stamp: 444338, AID: 14, Foundry started producing steel ingot. Waiting Ore coal: (1/20), iron: (1/20).
ThreadID: 0097ae736d7f0000, MID: 3, TID: 1, SID: 0, FID: 0, time stamp: 444371, AID: 5, Transporter is traveling to miner.
ThreadID: 00872e736d7f0000, MID: 0, TID: 2, SID: 0, FID: 1, time stamp: 444376, AID: 5, Transporter is traveling to foundry, carrying: Iron.
ThreadID: 00c72e756d7f0000, MID: 1, TID: 0, SID: 0, FID: 0, time stamp: 444392, AID: 1, Miner started mining Iron, current capacity: 19/20.
ThreadID: 0077ae726d7f0000, MID: 2, TID: 3, SID: 0, FID: 0, time stamp: 444442, AID: 6, Transporter take Copper from miner, current fill 19/20.
ThreadID: 00872e736d7f0000, MID: 0, TID: 2, SID: 0, FID: 1, time stamp: 444544, AID: 7, Transporter put Iron ore to foundry. Waiting Ore coal: (1/20), iron: (2/20).
ThreadID: 00c72e756d7f0000, MID: 1, TID: 0, SID: 0, FID: 0, time stamp: 444551, AID: 2, Miner finished mining Iron, current capacity: 20/20.
ThreadID: 0077ae726d7f0000, MID: 0, TID: 3, SID: 1, FID: 0, time stamp: 444609, AID: 5, Transporter is traveling to smelter, carrying: Copper.
ThreadID: 00b7ae746d7f0000, MID: 2, TID: 0, SID: 0, FID: 0, time stamp: 444642, AID: 1, Miner started mining Copper, current capacity: 19/20.
ThreadID: 0097ae736d7f0000, MID: 3, TID: 1, SID: 0, FID: 0, time stamp: 444694, AID: 6, Transporter take Coal from miner, current fill 19/20.
ThreadID: 0057ae716d7f0000, MID: 0, TID: 0, SID: 0, FID: 1, time stamp: 444717, AID: 15, Foundry finished producing steel ingot. 233 steel ingots are produced.
ThreadID: 00872e736d7f0000, MID: 1, TID: 2, SID: 0, FID: 0, time stamp: 444724, AID: 5, Transporter is traveling to miner.
ThreadID: 0077ae726d7f0000, MID: 0, TID: 3, SID: 1, FID: 0, time stamp: 444779, AID: 7, Transporter put Copper ore to smelter. Waiting Ore 2/20.
ThreadID: 00b7ae746d7f0000, MID: 2, TID: 0, SID: 0, FID: 0, time stamp: 444806, AID: 2, Miner finished mining Copper, current capacity: 20/20.
ThreadID: 0097ae736d7f0000, MID: 0, TID: 1, SID: 0, FID: 1, time stamp: 444829, AID: 5, Transporter is traveling to foundry, carrying: Coal.
ThreadID: 00a72e746d7f0000, MID: 3, TID: 0, SID: 0, FID: 0, time stamp: 444864, AID: 1, Miner started mining Coal, current capacity: 19/20.
ThreadID: 00672e726d7f0000, MID: 0, TID: 0, SID: 1, FID: 0, time stamp: 444966, AID: 10, Smelter started producing Copper ingot. Waiting Ore 2/20.
ThreadID: 00872e736d7f0000, MID: 1, TID: 2, SID: 0, FID: 0, time stamp: 445035, AID: 6, Transporter take Iron from miner, current fill 19/20.
ThreadID: 0077ae726d7f0000, MID: 2, TID: 3, SID: 0, FID: 0, time stamp: 446763, AID: 5, Transporter is traveling to miner.
ThreadID: 0097ae736d7f0000, MID: 0, TID: 1, SID: 0, FID: 1, time stamp: 446772, AID: 7, Transporter put Coal ore to foundry. Waiting Ore coal: (1/20), iron: (1/20).
ThreadID: 00a72e746d7f0000, MID: 3, TID: 0, SID: 0, FID: 0, time stamp: 446824, AID: 2, Miner finished mining Coal, current capacity: 20/20.
ThreadID: 00672e726d7f0000, MID: 0, TID: 0, SID: 1, FID: 0, time stamp: 446825, AID: 11, Smelter finished producing Copper ingot. 117 ingots are produced.
ThreadID: 00c72e756d7f0000, MID: 1, TID: 0, SID: 0, FID: 0, time stamp: 446859, AID: 1, Miner started mining Iron, current capacity: 19/20.
ThreadID: 0057ae716d7f0000, MID: 0, TID: 0, SID: 0, FID: 1, time stamp: 446948, AID: 14, Foundry started producing steel ingot. Waiting Ore coal: (1/20), iron: (1/20).
ThreadID: 00872e736d7f0000, MID: 0, TID: 2, SID: 0, FID: 1, time stamp: 446966, AID: 5, Transporter is traveling to foundry, carrying: Iron.
ThreadID: 0097ae736d7f0000, MID: 3, TID: 1, SID: 0, FID: 0, time stamp: 447004, AID: 5, Transporter is traveling to miner.
ThreadID: 00c72e756d7f0000, MID: 1, TID: 0, SID: 0, FID: 0, time stamp: 447029, AID: 2, Miner finished mining Iron, current capacity: 20/20.
ThreadID: 0077ae726d7f0000, MID: 2, TID: 3, SID: 0, FID: 0, time stamp: 447098, AID: 6, Transporter take Copper from miner, current fill 19/20.
ThreadID: 00872e736d7f0000, MID: 0, TID: 2, SID: 0, FID: 1, time stamp: 447125, AID: 7, Transporter put Iron ore to foundry. Waiting Ore coal: (1/20), iron: (2/20).
ThreadID: 0077ae726d7f0000, MID: 0, TID: 3, SID: 1, FID: 0, time stamp: 447266, AID: 5, Transporter is traveling to smelter, carrying: Copper.
ThreadID: 00b7ae746d7f0000, MID: 2, TID: 0, SID: 0, FID: 0, time stamp: 447283, AID: 1, Miner started mining Copper, current capacity: 19/20.
ThreadID: 00872e736d7f0000, MID: 1, TID: 2, SID: 0, FID: 0, time stamp: 447285, AID: 5, Transporter is traveling to miner.
ThreadID: 0057ae716d7f0000, MID: 0, TID: 0, SID: 0, FID: 1, time stamp: 447304, AID: 15, Foundry finished producing steel ingot. 234 steel ingots are produced.
ThreadID: 0097ae736d7f0000, MID: 3, TID: 1, SID: 0, FID: 0, time stamp: 447325, AID: 6, Transporter take Coal from miner, current fill 19/20.
ThreadID: 0077ae726d7f0000, MID: 0, TID: 3, SID: 1, FID: 0, time stamp: 447421, AID: 7, Transporter put Copper ore to smelter. Waiting Ore 1/20.
ThreadID: 00b7ae746d7f0000, MID: 2, TID: 0, SID: 0, FID: 0, time stamp: 447453, AID: 2, Miner finished mining Copper, current capacity: 20/20.
ThreadID: 0097ae736d7f0000, MID: 0, TID: 1, SID: 0, FID: 1, time stamp: 447477, AID: 5, Transporter is traveling to foundry, carrying: Coal.
ThreadID: 00a72e746d7f0000, MID: 3, TID: 0, SID: 0, FID: 0, time stamp: 447513, AID: 1, Miner started mining Coal, current capacity: 19/20.
ThreadID: 00872e736d7f0000, MID: 1, TID: 2, SID: 0, FID: 0, time stamp: 447592, AID: 6, Transporter take Iron from miner, current fill 19/20.
ThreadID: 0077ae726d7f0000, MID: 2, TID: 3, SID: 0, FID: 0, time stamp: 447638, AID: 5, Transporter is traveling to miner.
ThreadID: 0097ae736d7f0000, MID: 0, TID: 1, SID: 0, FID: 1, time stamp: 447657, AID: 7, Transporter put Coal ore to foundry. Waiting Ore coal: (1/20), iron: (1/20).
ThreadID: 00a72e746d7f0000, MID: 3, TID: 0, SID: 0, FID: 0, time stamp: 447668, AID: 2, Miner finished mining Coal, current capacity: 20/20.
ThreadID: 00c72e756d7f0000, MID: 1, TID: 0, SID: 0, FID: 0, time stamp: 447764, AID: 1, Miner started mining Iron, current capacity: 19/20.
ThreadID: 0057ae716d7f0000, MID: 0, TID: 0, SID: 0, FID: 1, time stamp: 447835, AID: 14, Foundry started producing steel ingot. Waiting Ore coal: (1/20), iron: (1/20).
ThreadID: 00872e736d7f0000, MID: 0, TID: 2, SID: 0, FID: 1, time stamp: 447842, AID: 5, Transporter is traveling to foundry, carrying: Iron.
ThreadID: 0097ae736d7f0000, MID: 3, TID: 1, SID: 0, FID: 0, time stamp: 447843, AID: 5, Transporter is traveling to miner.
ThreadID: 0077ae726d7f0000, MID: 2, TID: 3, SID: 0, FID: 0, time stamp: 447956, AID: 6, Transporter take Copper from miner, current fill 19/20.
ThreadID: 00c72e756d7f0000, MID: 1, TID: 0, SID: 0, FID: 0, time stamp: 449583, AID: 2, Miner finished mining Iron, current capacity: 20/20.
ThreadID: 00872e736d7f0000, MID: 0, TID: 2, SID: 0, FID: 1, time stamp: 449630, AID: 7, Transporter put Iron ore to foundry. Waiting Ore coal: (1/20), iron: (2/20).
ThreadID: 0077ae726d7f0000, MID: 0, TID: 3, SID: 1, FID: 0, time stamp: 449704, AID: 5, Transporter is traveling to smelter, carrying: Copper.
ThreadID: 00b7ae746d7f0000, MID: 2, TID: 0, SID: 0, FID: 0, time stamp: 449721, AID: 1, Miner started mining Copper, current capacity: 19/20.
ThreadID: 00872e736d7f0000, MID: 1, TID: 2, SID: 0, FID: 0, time stamp: 449800, AID: 5, Transporter is traveling to miner.
ThreadID: 0057ae716d7f0000, MID: 0, TID: 0, SID: 0, FID: 1, time stamp: 449816, AID: 15, Foundry finished producing steel ingot. 235 steel ingots are produced.
ThreadID: 0097ae736d7f0000, MID: 3, TID: 1, SID: 0, FID: 0, time stamp: 449840, AID: 6, Transporter take Coal from miner, current fill 19/20.
ThreadID: 0077ae726d7f0000, MID: 0, TID: 3, SID: 1, FID: 0, time stamp: 449878, AID: 7, Transporter put Copper ore to smelter. Waiting Ore 2/20.
ThreadID: 00b7ae746d7f0000, MID: 2, TID: 0, SID: 0, FID: 0, time stamp: 449892, AID: 2, Miner finished mining Copper, current capacity: 20/20.
ThreadID: 0097ae736d7f0000, MID: 0, TID: 1, SID: 0, FID: 1, time stamp: 450008, AID: 5, Transporter is traveling to foundry, carrying: Coal.
ThreadID: 00a72e746d7f0000, MID: 3, TID: 0, SID: 0, FID: 0, time stamp: 450010, AID: 1, Miner started mining Coal, current capacity: 19/20.
ThreadID: 00672e726d7f0000, MID: 0, TID: 0, SID: 1, FID: 0, time stamp: 450051, AID: 10, Smelter started producing Copper ingot. Waiting Ore 2/20.
ThreadID: 0077ae726d7f0000, MID: 2, TID: 3, SID: 0, FID: 0, time stamp: 450071, AID: 5, Transporter is traveling to miner.
ThreadID: 00872e736d7f0000, MID: 1, TID: 2, SID: 0, FID: 0, time stamp: 450119, AID: 6, Transporter take Iron from miner, current fill 19/20.
ThreadID: 0097ae736d7f0000, MID: 0, TID: 1, SID: 0, FID: 1, time stamp: 450132, AID: 7, Transporter put Coal ore to foundry. Waiting Ore coal: (1/20), iron: (1/20).
ThreadID: 00a72e746d7f0000, MID: 3, TID: 0, SID: 0, FID: 0, time stamp: 450171, AID: 2, Miner finished mining Coal, current capacity: 20/20.
ThreadID: 00672e726d7f0000, MID: 0, TID: 0, SID: 1, FID: 0, time stamp: 450192, AID: 11, Smelter finished producing Copper ingot. 118 ingots are produced.
ThreadID: 00c72e756d7f0000, MID: 1, TID: 0, SID: 0, FID: 0, time stamp: 450279, AID: 1, Miner started mining Iron, current capacity: 19/20.
ThreadID: 0057ae716d7f0000, MID: 0, TID: 0, SID: 0, FID: 1, time stamp: 450319, AID: 14, Foundry started producing steel ingot. Waiting Ore coal: (1/20), iron: (1/20).
ThreadID: 00872e736d7f0000, MID: 0, TID: 2, SID: 0, FID: 1, time stamp: 450337, AID: 5, Transporter is traveling to foundry, carrying: Iron.
ThreadID: 0097ae736d7f0000, MID: 3, TID: 1, SID: 0, FID: 0, time stamp: 450339, AID: 5, Transporter is traveling to miner.
ThreadID: 0077ae726d7f0000, MID: 2, TID: 3, SID: 0, FID: 0, time stamp: 450400, AID: 6, Transporter take Copper from miner, current fill 19/20.
ThreadID: 00c72e756d7f0000, MID: 1, TID: 0, SID: 0, FID: 0, time stamp: 450438, AID: 2, Miner finished mining Iron, current capacity: 20/20.
ThreadID: 00872e736d7f0000, MID: 0, TID: 2, SID: 0, FID: 1, time stamp: 450493, AID: 7, Transporter put Iron ore to foundry. Waiting Ore coal: (1/20), iron: (2/20).
ThreadID: 0077ae726d7f0000, MID: 0, TID: 3, SID: 1, FID: 0, time stamp: 450555, AID: 5, Transporter is traveling to smelter, carrying: Copper.
ThreadID: 00b7ae746d7f0000, MID: 2, TID: 0, SID: 0, FID: 0, time stamp: 450571, AID: 1, Miner started mining Copper, current capacity: 19/20.
ThreadID: 0097ae736d7f0000, MID: 3, TID: 1, SID: 0, FID: 0, time stamp: 450679, AID: 6, Transporter take Coal from miner, current fill 19/20.
ThreadID: 0077ae726d7f0000, MID: 0, TID: 3, SID: 1, FID: 0, time stamp: 452462, AID: 7, Transporter put Copper ore to smelter. Waiting Ore 1/20.
ThreadID: 00872e736d7f0000, MID: 1, TID: 2, SID: 0, FID: 0, time stamp: 452464, AID: 5, Transporter is traveling to miner.
ThreadID: 0057ae716d7f0000, MID: 0, TID: 0, SID: 0, FID: 1, time stamp: 452481, AID: 15, Foundry finished producing steel ingot. 236 steel ingots are produced.
ThreadID: 00b7ae746d7f0000, MID: 2, TID: 0, SID: 0, FID: 0, time stamp: 452481, AID: 2, Miner finished mining Copper, current capacity: 20/20.
ThreadID: 0097ae736d7f0000, MID: 0, TID: 1, SID: 0, FID: 1, time stamp: 452528, AID: 5, Transporter is traveling to foundry, carrying: Coal.
ThreadID: 00a72e746d7f0000, MID: 3, TID: 0, SID: 0, FID: 0, time stamp: 452530, AID: 1, Miner started mining Coal, current capacity: 19/20.
ThreadID: 0077ae726d7f0000, MID: 2, TID: 3, SID: 0, FID: 0, time stamp: 452697, AID: 5, Transporter is traveling to miner.
ThreadID: 0097ae736d7f0000, MID: 0, TID: 1, SID: 0, FID: 1, time stamp: 452710, AID: 7, Transporter put Coal ore to foundry. Waiting Ore coal: (1/20), iron: (1/20).
ThreadID: 00a72e746d7f0000, MID: 3, TID: 0, SID: 0, FID: 0, time stamp: 452710, AID: 2, Miner finished mining Coal, current capacity: 20/20.
ThreadID: 00872e736d7f0000, MID: 1, TID: 2, SID: 0, FID: 0, time stamp: 452801, AID: 6, Transporter take Iron from miner, current fill 19/20.
ThreadID: 0097ae736d7f0000, MID: 3, TID: 1, SID: 0, FID: 0, time stamp: 452891, AID: 5, Transporter is traveling to miner.
ThreadID: 0057ae716d7f0000, MID: 0, TID: 0, SID: 0, FID: 1, time stamp: 452907, AID: 14, Foundry started producing steel ingot. Waiting Ore coal: (1/20), iron: (1/20).
ThreadID: 00872e736d7f0000, MID: 0, TID: 2, SID: 0, FID: 1, time stamp: 452968, AID: 5, Transporter is traveling to foundry, carrying: Iron.
ThreadID: 00c72e756d7f0000, MID: 1, TID: 0, SID: 0, FID: 0, time stamp: 452972, AID: 1, Miner started mining Iron, current capacity: 19/20.
ThreadID: 0077ae726d7f0000, MID: 2, TID: 3, SID: 0, FID: 0, time stamp: 453015, AID: 6, Transporter take Copper from miner, current fill 19/20.
ThreadID: 00872e736d7f0000, MID: 0, TID: 2, SID: 0, FID: 1, time stamp: 453123, AID: 7, Transporter put Iron ore to foundry. Waiting Ore coal: (1/20), iron: (2/20).
ThreadID: 00c72e756d7f0000, MID: 1, TID: 0, SID: 0, FID: 0, time stamp: 453130, AID: 2, Miner finished mining Iron, current capacity: 20/20.
ThreadID: 0077ae726d7f0000, MID: 0, TID: 3, SID: 1, FID: 0, time stamp: 453170, AID: 5, Transporter is traveling to smelter, carrying: Copper.
ThreadID: 00b7ae746d7f0000, MID: 2, TID: 0, SID: 0, FID: 0, time stamp: 453186, AID: 1, Miner started mining Copper, current capacity: 19/20.
ThreadID: 0097ae736d7f0000, MID: 3, TID: 1, SID: 0, FID: 0, time stamp: 453232, AID: 6, Transporter take Coal from miner, current fill 19/20.
ThreadID: 0057ae716d7f0000, MID: 0, TID: 0, SID: 0, FID: 1, time stamp: 453293, AID: 15, Foundry finished producing steel ingot. 237 steel ingots are produced.
ThreadID: 00872e736d7f0000, MID: 1, TID: 2, SID: 0, FID: 0, time stamp: 453299, AID: 5, Transporter is traveling to miner.
ThreadID: 0077ae726d7f0000, MID: 0, TID: 3, SID: 1, FID: 0, time stamp: 453323, AID: 7, Transporter put Copper ore to smelter. Waiting Ore 2/20.
ThreadID: 00b7ae746d7f0000, MID: 2, TID: 0, SID: 0, FID: 0, time stamp: 453342, AID: 2, Miner finished mining Copper, current capacity: 20/20.
ThreadID: 0097ae736d7f0000, MID: 0, TID: 1, SID: 0, FID: 1, time stamp: 453402, AID: 5, Transporter is traveling to foundry, carrying: Coal.
ThreadID: 00a72e746d7f0000, MID: 3, TID: 0, SID: 0, FID: 0, time stamp: 453404, AID: 1, Miner started mining Coal, current capacity: 19/20.
ThreadID: 00672e726d7f0000, MID: 0, TID: 0, SID: 1, FID: 0, time stamp: 453494, AID: 10, Smelter started producing Copper ingot. Waiting Ore 2/20.
ThreadID: 0077ae726d7f0000, MID: 2, TID: 3, SID: 0, FID: 0, time stamp: 453500, AID: 5, Transporter is traveling to miner.
ThreadID: 00872e736d7f0000, MID: 1, TID: 2, SID: 0, FID: 0, time stamp: 453605, AID: 6, Transporter take Iron from miner, current fill 19/20.
ThreadID: 0097ae736d7f0000, MID: 0, TID: 1, SID: 0, FID: 1, time stamp: 455218, AID: 7, Transporter put Coal ore to foundry. Waiting Ore coal: (1/20), iron: (1/20).
ThreadID: 00a72e746d7f0000, MID: 3, TID: 0, SID: 0, FID: 0, time stamp: 455218, AID: 2, Miner finished mining Coal, current capacity: 20/20.
ThreadID: 00672e726d7f0000, MID: 0, TID: 0, SID: 1, FID: 0, time stamp: 455248, AID: 11, Smelter finished producing Copper ingot. 119 ingots are produced.
ThreadID: 00c72e756d7f0000, MID: 1, TID: 0, SID: 0, FID: 0, time stamp: 455265, AID: 1, Miner started mining Iron, current capacity: 19/20.
ThreadID: 0097ae736d7f0000, MID: 3, TID: 1, SID: 0, FID: 0, time stamp: 455397, AID: 5, Transporter is traveling to miner.
ThreadID: 00872e736d7f0000, MID: 0, TID: 2, SID: 0, FID: 1, time stamp: 455399, AID: 5, Transporter is traveling to foundry, carrying: Iron.
ThreadID: 0057ae716d7f0000, MID: 0, TID: 0, SID: 0, FID: 1, time stamp: 455413, AID: 14, Foundry started producing steel ingot. Waiting Ore coal: (1/20), iron: (1/20).
ThreadID: 0077ae726d7f0000, MID: 2, TID: 3, SID: 0, FID: 0, time stamp: 455410, AID: 6, Transporter take Copper from miner, current fill 19/20.
ThreadID: 00c72e756d7f0000, MID: 1, TID: 0, SID: 0, FID: 0, time stamp: 455435, AID: 2, Miner finished mining Iron, current capacity: 20/20.
ThreadID: 00872e736d7f0000, MID: 0, TID: 2, SID: 0, FID: 1, time stamp: 455575, AID: 7, Transporter put Iron ore to foundry. Waiting Ore coal: (1/20), iron: (2/20).
ThreadID: 0077ae726d7f0000, MID: 0, TID: 3, SID: 1, FID: 0, time stamp: 455579, AID: 5, Transporter is traveling to smelter, carrying: Copper.
ThreadID: 00b7ae746d7f0000, MID: 2, TID: 0, SID: 0, FID: 0, time stamp: 455598, AID: 1, Miner started mining Copper, current capacity: 19/20.
ThreadID: 00872e736d7f0000, MID: 1, TID: 2, SID: 0, FID: 0, time stamp: 455732, AID: 5, Transporter is traveling to miner.
